,interaction_name,pathway_name,ligand,receptor,agonist,antagonist,co_A_receptor,co_I_receptor,evidence,annotation,interaction_name_2,PathwayExtra Ligand,PathwayExtra Receptor,KinaseExtra Ligand,KinaseExtra Receptor,Receptor-TF-intersection,Receptor-TF-combined,Ligand-TF-intersection,Ligand-TF-combined
TGFB2_ACVR1_TGFBR1,TGFB2_ACVR1_TGFBR1,TGFb,Tgfb2,ACVR1_TGFbR,,,,,PMID: 29376829,Secreted Signaling,Tgfb2  - (Acvr1+Tgfbr1),Smad4_Smad7_Smad2_Smad3,Smad4_Myc_Nfatc4_Smad1_Abl1_Prkaa1_Smad5_Mapk1_Prkaa2_Nfkb1_Smad2_Smad3_Nr2c2_Smad6_Ctnnb1_Smad7_Smad9,,Elk1_Myc_Pik3c3_Ctbp1_Ar_Pml_Smad9_Stat3_Smad4_Pparg_Foxo3_Smad5_Usp39_Bad_Sp1_Mycn_Ctnnb1_Smad7_Vdr_Lmx1a_Ran_Foxl1_Stub1_Mef2c_Rela_Ash2l_Stat1_Smad2_Osr1_Gtf2i_Smad1_Ezr_Mdm2_Thrb_Nfatc2_Gata4_Mapk1_Dab2_Smad6_Rxra_Smad3_Atf2_Sox9,Ctnnb1_Mapk1_Myc_Smad1_Smad2_Smad3_Smad4_Smad5_Smad6_Smad7_Smad9,Abl1_Ar_Ash2l_Atf2_Bad_Ctbp1_Ctnnb1_Dab2_Elk1_Ezr_Foxl1_Foxo3_Gata4_Gtf2i_Lmx1a_Mapk1_Mdm2_Mef2c_Myc_Mycn_Nfatc2_Nfatc4_Nfkb1_Nr2c2_Osr1_Pik3c3_Pml_Pparg_Prkaa1_Prkaa2_Ran_Rela_Rxra_Smad1_Smad2_Smad3_Smad4_Smad5_Smad6_Smad7_Smad9_Sox9_Sp1_Stat1_Stat3_Stub1_Thrb_Usp39_Vdr,,Smad2_Smad3_Smad4_Smad7
TGFB3_ACVR1_TGFBR1,TGFB3_ACVR1_TGFBR1,TGFb,Tgfb3,ACVR1_TGFbR,,,,,PMID: 29376829,Secreted Signaling,Tgfb3  - (Acvr1+Tgfbr1),,Smad4_Myc_Nfatc4_Smad1_Abl1_Prkaa1_Smad5_Mapk1_Prkaa2_Nfkb1_Smad2_Smad3_Nr2c2_Smad6_Ctnnb1_Smad7_Smad9,,Elk1_Myc_Pik3c3_Ctbp1_Ar_Pml_Smad9_Stat3_Smad4_Pparg_Foxo3_Smad5_Usp39_Bad_Sp1_Mycn_Ctnnb1_Smad7_Vdr_Lmx1a_Ran_Foxl1_Stub1_Mef2c_Rela_Ash2l_Stat1_Smad2_Osr1_Gtf2i_Smad1_Ezr_Mdm2_Thrb_Nfatc2_Gata4_Mapk1_Dab2_Smad6_Rxra_Smad3_Atf2_Sox9,Ctnnb1_Mapk1_Myc_Smad1_Smad2_Smad3_Smad4_Smad5_Smad6_Smad7_Smad9,Abl1_Ar_Ash2l_Atf2_Bad_Ctbp1_Ctnnb1_Dab2_Elk1_Ezr_Foxl1_Foxo3_Gata4_Gtf2i_Lmx1a_Mapk1_Mdm2_Mef2c_Myc_Mycn_Nfatc2_Nfatc4_Nfkb1_Nr2c2_Osr1_Pik3c3_Pml_Pparg_Prkaa1_Prkaa2_Ran_Rela_Rxra_Smad1_Smad2_Smad3_Smad4_Smad5_Smad6_Smad7_Smad9_Sox9_Sp1_Stat1_Stat3_Stub1_Thrb_Usp39_Vdr,,
BMP2_BMPR1A_ACVR2A,BMP2_BMPR1A_ACVR2A,BMP,Bmp2,BMPR1A_ACVR2A,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling,Bmp2  - (Bmpr1a+Acvr2a),Smad1_Smad9_Smad5,Smad5_Smad1_Nr2c2_Smad9,Ywhaz_Cfl2,Smad4_Hoxc8_Foxl1_Stub1_Ctbp1_Smad1_Thrb_Smad5_Usp39_Smad2_Smad6_Rxra_Smad7_Vdr_Lmx1a_Ran_Smad9,Smad1_Smad5_Smad9,Ctbp1_Foxl1_Hoxc8_Lmx1a_Nr2c2_Ran_Rxra_Smad1_Smad2_Smad4_Smad5_Smad6_Smad7_Smad9_Stub1_Thrb_Usp39_Vdr,,Cfl2_Smad1_Smad5_Smad9_Ywhaz
BMP2_BMPR1A_ACVR2B,BMP2_BMPR1A_ACVR2B,BMP,Bmp2,BMPR1A_ACVR2B,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling,Bmp2  - (Bmpr1a+Acvr2b),Smad1_Smad9_Smad5,Smad5_Smad1_Nr2c2_Smad9,Ywhaz_Cfl2,Smad4_Hoxc8_Foxl1_Stub1_Ctbp1_Smad1_Thrb_Smad5_Usp39_Smad2_Smad6_Rxra_Smad7_Vdr_Lmx1a_Ran_Smad9,Smad1_Smad5_Smad9,Ctbp1_Foxl1_Hoxc8_Lmx1a_Nr2c2_Ran_Rxra_Smad1_Smad2_Smad4_Smad5_Smad6_Smad7_Smad9_Stub1_Thrb_Usp39_Vdr,,Cfl2_Smad1_Smad5_Smad9_Ywhaz
BMP2_BMPR1A_BMPR2,BMP2_BMPR1A_BMPR2,BMP,Bmp2,BMPR1A_BMPR2,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling,Bmp2  - (Bmpr1a+Bmpr2),Smad1_Smad9_Smad5,Smad5_Smad1_Nr2c2_Smad9,Ywhaz_Cfl2,Foxl1_Hoxc8_Stub1_Cfl2_Smad1_Ctbp1_Ywhaz_Smad5_Smad2_Smad6_Smad7_Lmx1a_Ran_Smad9,Smad1_Smad5_Smad9,Cfl2_Ctbp1_Foxl1_Hoxc8_Lmx1a_Nr2c2_Ran_Smad1_Smad2_Smad5_Smad6_Smad7_Smad9_Stub1_Ywhaz,,Cfl2_Smad1_Smad5_Smad9_Ywhaz
BMP2_BMPR1B_ACVR2A,BMP2_BMPR1B_ACVR2A,BMP,Bmp2,BMPR1B_ACVR2A,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling,Bmp2  - (Bmpr1b+Acvr2a),Smad1_Smad9_Smad5,Smad1_Smad9_Smad5,Ywhaz_Cfl2,Myc_Ctbp1_Ar_Smad9_Smad4_Foxo3_Smad5_Sp1_Bad_Usp39_Smad7_Lmx1a_Ran_Vdr_Elf1_Foxl1_Stub1_Smad2_Smad1_Mdm2_Nfatc2_Thrb_Mapk1_Smad6_Rxra_Tfcp2,Smad1_Smad5_Smad9,Ar_Bad_Ctbp1_Elf1_Foxl1_Foxo3_Lmx1a_Mapk1_Mdm2_Myc_Nfatc2_Ran_Rxra_Smad1_Smad2_Smad4_Smad5_Smad6_Smad7_Smad9_Sp1_Stub1_Tfcp2_Thrb_Usp39_Vdr,,Cfl2_Smad1_Smad5_Smad9_Ywhaz
BMP2_BMPR1B_ACVR2B,BMP2_BMPR1B_ACVR2B,BMP,Bmp2,BMPR1B_ACVR2B,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling,Bmp2  - (Bmpr1b+Acvr2b),Smad1_Smad9_Smad5,Smad1_Smad9_Smad5,Ywhaz_Cfl2,Myc_Ctbp1_Ar_Smad9_Smad4_Foxo3_Smad5_Sp1_Bad_Usp39_Smad7_Lmx1a_Ran_Vdr_Elf1_Foxl1_Stub1_Smad2_Smad1_Mdm2_Nfatc2_Thrb_Mapk1_Smad6_Rxra_Tfcp2,Smad1_Smad5_Smad9,Ar_Bad_Ctbp1_Elf1_Foxl1_Foxo3_Lmx1a_Mapk1_Mdm2_Myc_Nfatc2_Ran_Rxra_Smad1_Smad2_Smad4_Smad5_Smad6_Smad7_Smad9_Sp1_Stub1_Tfcp2_Thrb_Usp39_Vdr,,Cfl2_Smad1_Smad5_Smad9_Ywhaz
BMP2_BMPR1B_BMPR2,BMP2_BMPR1B_BMPR2,BMP,Bmp2,BMPR1B_BMPR2,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling,Bmp2  - (Bmpr1b+Bmpr2),Smad1_Smad9_Smad5,Smad1_Smad9_Smad5,Ywhaz_Cfl2,Myc_Ctbp1_Ar_Ywhaz_Smad9_Cfl2_Foxo3_Smad5_Sp1_Bad_Smad7_Lmx1a_Ran_Foxl1_Elf1_Stub1_Smad2_Smad1_Mdm2_Nfatc2_Mapk1_Smad6_Tfcp2,Smad1_Smad5_Smad9,Ar_Bad_Cfl2_Ctbp1_Elf1_Foxl1_Foxo3_Lmx1a_Mapk1_Mdm2_Myc_Nfatc2_Ran_Smad1_Smad2_Smad5_Smad6_Smad7_Smad9_Sp1_Stub1_Tfcp2_Ywhaz,,Cfl2_Smad1_Smad5_Smad9_Ywhaz
BMP4_BMPR1A_ACVR2A,BMP4_BMPR1A_ACVR2A,BMP,Bmp4,BMPR1A_ACVR2A,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling,Bmp4  - (Bmpr1a+Acvr2a),Smad1_Smad9_Smad5,Smad5_Smad1_Nr2c2_Smad9,,Smad4_Hoxc8_Foxl1_Stub1_Ctbp1_Smad1_Thrb_Smad5_Usp39_Smad2_Smad6_Rxra_Smad7_Vdr_Lmx1a_Ran_Smad9,Smad1_Smad5_Smad9,Ctbp1_Foxl1_Hoxc8_Lmx1a_Nr2c2_Ran_Rxra_Smad1_Smad2_Smad4_Smad5_Smad6_Smad7_Smad9_Stub1_Thrb_Usp39_Vdr,,Smad1_Smad5_Smad9
BMP4_BMPR1A_ACVR2B,BMP4_BMPR1A_ACVR2B,BMP,Bmp4,BMPR1A_ACVR2B,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling,Bmp4  - (Bmpr1a+Acvr2b),Smad1_Smad9_Smad5,Smad5_Smad1_Nr2c2_Smad9,,Smad4_Hoxc8_Foxl1_Stub1_Ctbp1_Smad1_Thrb_Smad5_Usp39_Smad2_Smad6_Rxra_Smad7_Vdr_Lmx1a_Ran_Smad9,Smad1_Smad5_Smad9,Ctbp1_Foxl1_Hoxc8_Lmx1a_Nr2c2_Ran_Rxra_Smad1_Smad2_Smad4_Smad5_Smad6_Smad7_Smad9_Stub1_Thrb_Usp39_Vdr,,Smad1_Smad5_Smad9
BMP4_BMPR1A_BMPR2,BMP4_BMPR1A_BMPR2,BMP,Bmp4,BMPR1A_BMPR2,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling,Bmp4  - (Bmpr1a+Bmpr2),Smad1_Smad9_Smad5,Smad5_Smad1_Nr2c2_Smad9,,Foxl1_Hoxc8_Stub1_Cfl2_Smad1_Ctbp1_Ywhaz_Smad5_Smad2_Smad6_Smad7_Lmx1a_Ran_Smad9,Smad1_Smad5_Smad9,Cfl2_Ctbp1_Foxl1_Hoxc8_Lmx1a_Nr2c2_Ran_Smad1_Smad2_Smad5_Smad6_Smad7_Smad9_Stub1_Ywhaz,,Smad1_Smad5_Smad9
BMP4_BMPR1B_ACVR2A,BMP4_BMPR1B_ACVR2A,BMP,Bmp4,BMPR1B_ACVR2A,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling,Bmp4  - (Bmpr1b+Acvr2a),Smad1_Smad9_Smad5,Smad1_Smad9_Smad5,,Myc_Ctbp1_Ar_Smad9_Smad4_Foxo3_Smad5_Sp1_Bad_Usp39_Smad7_Lmx1a_Ran_Vdr_Elf1_Foxl1_Stub1_Smad2_Smad1_Mdm2_Nfatc2_Thrb_Mapk1_Smad6_Rxra_Tfcp2,Smad1_Smad5_Smad9,Ar_Bad_Ctbp1_Elf1_Foxl1_Foxo3_Lmx1a_Mapk1_Mdm2_Myc_Nfatc2_Ran_Rxra_Smad1_Smad2_Smad4_Smad5_Smad6_Smad7_Smad9_Sp1_Stub1_Tfcp2_Thrb_Usp39_Vdr,,Smad1_Smad5_Smad9
BMP4_BMPR1B_ACVR2B,BMP4_BMPR1B_ACVR2B,BMP,Bmp4,BMPR1B_ACVR2B,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling,Bmp4  - (Bmpr1b+Acvr2b),Smad1_Smad9_Smad5,Smad1_Smad9_Smad5,,Myc_Ctbp1_Ar_Smad9_Smad4_Foxo3_Smad5_Sp1_Bad_Usp39_Smad7_Lmx1a_Ran_Vdr_Elf1_Foxl1_Stub1_Smad2_Smad1_Mdm2_Nfatc2_Thrb_Mapk1_Smad6_Rxra_Tfcp2,Smad1_Smad5_Smad9,Ar_Bad_Ctbp1_Elf1_Foxl1_Foxo3_Lmx1a_Mapk1_Mdm2_Myc_Nfatc2_Ran_Rxra_Smad1_Smad2_Smad4_Smad5_Smad6_Smad7_Smad9_Sp1_Stub1_Tfcp2_Thrb_Usp39_Vdr,,Smad1_Smad5_Smad9
BMP4_BMPR1B_BMPR2,BMP4_BMPR1B_BMPR2,BMP,Bmp4,BMPR1B_BMPR2,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling,Bmp4  - (Bmpr1b+Bmpr2),Smad1_Smad9_Smad5,Smad1_Smad9_Smad5,,Myc_Ctbp1_Ar_Ywhaz_Smad9_Cfl2_Foxo3_Smad5_Sp1_Bad_Smad7_Lmx1a_Ran_Foxl1_Elf1_Stub1_Smad2_Smad1_Mdm2_Nfatc2_Mapk1_Smad6_Tfcp2,Smad1_Smad5_Smad9,Ar_Bad_Cfl2_Ctbp1_Elf1_Foxl1_Foxo3_Lmx1a_Mapk1_Mdm2_Myc_Nfatc2_Ran_Smad1_Smad2_Smad5_Smad6_Smad7_Smad9_Sp1_Stub1_Tfcp2_Ywhaz,,Smad1_Smad5_Smad9
GDF5_BMPR1A_ACVR2A,GDF5_BMPR1A_ACVR2A,BMP,Gdf5,BMPR1A_ACVR2A,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling,Gdf5  - (Bmpr1a+Acvr2a),Smad1_Smad9_Smad5,Smad5_Smad1_Nr2c2_Smad9,,Smad4_Hoxc8_Foxl1_Stub1_Ctbp1_Smad1_Thrb_Smad5_Usp39_Smad2_Smad6_Rxra_Smad7_Vdr_Lmx1a_Ran_Smad9,Smad1_Smad5_Smad9,Ctbp1_Foxl1_Hoxc8_Lmx1a_Nr2c2_Ran_Rxra_Smad1_Smad2_Smad4_Smad5_Smad6_Smad7_Smad9_Stub1_Thrb_Usp39_Vdr,,Smad1_Smad5_Smad9
GDF5_BMPR1A_ACVR2B,GDF5_BMPR1A_ACVR2B,BMP,Gdf5,BMPR1A_ACVR2B,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling,Gdf5  - (Bmpr1a+Acvr2b),Smad1_Smad9_Smad5,Smad5_Smad1_Nr2c2_Smad9,,Smad4_Hoxc8_Foxl1_Stub1_Ctbp1_Smad1_Thrb_Smad5_Usp39_Smad2_Smad6_Rxra_Smad7_Vdr_Lmx1a_Ran_Smad9,Smad1_Smad5_Smad9,Ctbp1_Foxl1_Hoxc8_Lmx1a_Nr2c2_Ran_Rxra_Smad1_Smad2_Smad4_Smad5_Smad6_Smad7_Smad9_Stub1_Thrb_Usp39_Vdr,,Smad1_Smad5_Smad9
GDF5_BMPR1A_BMPR2,GDF5_BMPR1A_BMPR2,BMP,Gdf5,BMPR1A_BMPR2,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling,Gdf5  - (Bmpr1a+Bmpr2),Smad1_Smad9_Smad5,Smad5_Smad1_Nr2c2_Smad9,,Foxl1_Hoxc8_Stub1_Cfl2_Smad1_Ctbp1_Ywhaz_Smad5_Smad2_Smad6_Smad7_Lmx1a_Ran_Smad9,Smad1_Smad5_Smad9,Cfl2_Ctbp1_Foxl1_Hoxc8_Lmx1a_Nr2c2_Ran_Smad1_Smad2_Smad5_Smad6_Smad7_Smad9_Stub1_Ywhaz,,Smad1_Smad5_Smad9
GDF5_BMPR1B_ACVR2A,GDF5_BMPR1B_ACVR2A,BMP,Gdf5,BMPR1B_ACVR2A,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling,Gdf5  - (Bmpr1b+Acvr2a),Smad1_Smad9_Smad5,Smad1_Smad9_Smad5,,Myc_Ctbp1_Ar_Smad9_Smad4_Foxo3_Smad5_Sp1_Bad_Usp39_Smad7_Lmx1a_Ran_Vdr_Elf1_Foxl1_Stub1_Smad2_Smad1_Mdm2_Nfatc2_Thrb_Mapk1_Smad6_Rxra_Tfcp2,Smad1_Smad5_Smad9,Ar_Bad_Ctbp1_Elf1_Foxl1_Foxo3_Lmx1a_Mapk1_Mdm2_Myc_Nfatc2_Ran_Rxra_Smad1_Smad2_Smad4_Smad5_Smad6_Smad7_Smad9_Sp1_Stub1_Tfcp2_Thrb_Usp39_Vdr,,Smad1_Smad5_Smad9
GDF5_BMPR1B_ACVR2B,GDF5_BMPR1B_ACVR2B,BMP,Gdf5,BMPR1B_ACVR2B,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling,Gdf5  - (Bmpr1b+Acvr2b),Smad1_Smad9_Smad5,Smad1_Smad9_Smad5,,Myc_Ctbp1_Ar_Smad9_Smad4_Foxo3_Smad5_Sp1_Bad_Usp39_Smad7_Lmx1a_Ran_Vdr_Elf1_Foxl1_Stub1_Smad2_Smad1_Mdm2_Nfatc2_Thrb_Mapk1_Smad6_Rxra_Tfcp2,Smad1_Smad5_Smad9,Ar_Bad_Ctbp1_Elf1_Foxl1_Foxo3_Lmx1a_Mapk1_Mdm2_Myc_Nfatc2_Ran_Rxra_Smad1_Smad2_Smad4_Smad5_Smad6_Smad7_Smad9_Sp1_Stub1_Tfcp2_Thrb_Usp39_Vdr,,Smad1_Smad5_Smad9
GDF5_BMPR1B_BMPR2,GDF5_BMPR1B_BMPR2,BMP,Gdf5,BMPR1B_BMPR2,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling,Gdf5  - (Bmpr1b+Bmpr2),Smad1_Smad9_Smad5,Smad1_Smad9_Smad5,,Myc_Ctbp1_Ar_Ywhaz_Smad9_Cfl2_Foxo3_Smad5_Sp1_Bad_Smad7_Lmx1a_Ran_Foxl1_Elf1_Stub1_Smad2_Smad1_Mdm2_Nfatc2_Mapk1_Smad6_Tfcp2,Smad1_Smad5_Smad9,Ar_Bad_Cfl2_Ctbp1_Elf1_Foxl1_Foxo3_Lmx1a_Mapk1_Mdm2_Myc_Nfatc2_Ran_Smad1_Smad2_Smad5_Smad6_Smad7_Smad9_Sp1_Stub1_Tfcp2_Ywhaz,,Smad1_Smad5_Smad9
GDF6_BMPR1A_ACVR2A,GDF6_BMPR1A_ACVR2A,BMP,Gdf6,BMPR1A_ACVR2A,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling,Gdf6  - (Bmpr1a+Acvr2a),Smad1_Smad9_Smad5,Smad5_Smad1_Nr2c2_Smad9,,Smad4_Hoxc8_Foxl1_Stub1_Ctbp1_Smad1_Thrb_Smad5_Usp39_Smad2_Smad6_Rxra_Smad7_Vdr_Lmx1a_Ran_Smad9,Smad1_Smad5_Smad9,Ctbp1_Foxl1_Hoxc8_Lmx1a_Nr2c2_Ran_Rxra_Smad1_Smad2_Smad4_Smad5_Smad6_Smad7_Smad9_Stub1_Thrb_Usp39_Vdr,,Smad1_Smad5_Smad9
GDF6_BMPR1A_ACVR2B,GDF6_BMPR1A_ACVR2B,BMP,Gdf6,BMPR1A_ACVR2B,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling,Gdf6  - (Bmpr1a+Acvr2b),Smad1_Smad9_Smad5,Smad5_Smad1_Nr2c2_Smad9,,Smad4_Hoxc8_Foxl1_Stub1_Ctbp1_Smad1_Thrb_Smad5_Usp39_Smad2_Smad6_Rxra_Smad7_Vdr_Lmx1a_Ran_Smad9,Smad1_Smad5_Smad9,Ctbp1_Foxl1_Hoxc8_Lmx1a_Nr2c2_Ran_Rxra_Smad1_Smad2_Smad4_Smad5_Smad6_Smad7_Smad9_Stub1_Thrb_Usp39_Vdr,,Smad1_Smad5_Smad9
GDF6_BMPR1A_BMPR2,GDF6_BMPR1A_BMPR2,BMP,Gdf6,BMPR1A_BMPR2,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling,Gdf6  - (Bmpr1a+Bmpr2),Smad1_Smad9_Smad5,Smad5_Smad1_Nr2c2_Smad9,,Foxl1_Hoxc8_Stub1_Cfl2_Smad1_Ctbp1_Ywhaz_Smad5_Smad2_Smad6_Smad7_Lmx1a_Ran_Smad9,Smad1_Smad5_Smad9,Cfl2_Ctbp1_Foxl1_Hoxc8_Lmx1a_Nr2c2_Ran_Smad1_Smad2_Smad5_Smad6_Smad7_Smad9_Stub1_Ywhaz,,Smad1_Smad5_Smad9
GDF6_BMPR1B_ACVR2A,GDF6_BMPR1B_ACVR2A,BMP,Gdf6,BMPR1B_ACVR2A,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling,Gdf6  - (Bmpr1b+Acvr2a),Smad1_Smad9_Smad5,Smad1_Smad9_Smad5,,Myc_Ctbp1_Ar_Smad9_Smad4_Foxo3_Smad5_Sp1_Bad_Usp39_Smad7_Lmx1a_Ran_Vdr_Elf1_Foxl1_Stub1_Smad2_Smad1_Mdm2_Nfatc2_Thrb_Mapk1_Smad6_Rxra_Tfcp2,Smad1_Smad5_Smad9,Ar_Bad_Ctbp1_Elf1_Foxl1_Foxo3_Lmx1a_Mapk1_Mdm2_Myc_Nfatc2_Ran_Rxra_Smad1_Smad2_Smad4_Smad5_Smad6_Smad7_Smad9_Sp1_Stub1_Tfcp2_Thrb_Usp39_Vdr,,Smad1_Smad5_Smad9
GDF6_BMPR1B_ACVR2B,GDF6_BMPR1B_ACVR2B,BMP,Gdf6,BMPR1B_ACVR2B,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling,Gdf6  - (Bmpr1b+Acvr2b),Smad1_Smad9_Smad5,Smad1_Smad9_Smad5,,Myc_Ctbp1_Ar_Smad9_Smad4_Foxo3_Smad5_Sp1_Bad_Usp39_Smad7_Lmx1a_Ran_Vdr_Elf1_Foxl1_Stub1_Smad2_Smad1_Mdm2_Nfatc2_Thrb_Mapk1_Smad6_Rxra_Tfcp2,Smad1_Smad5_Smad9,Ar_Bad_Ctbp1_Elf1_Foxl1_Foxo3_Lmx1a_Mapk1_Mdm2_Myc_Nfatc2_Ran_Rxra_Smad1_Smad2_Smad4_Smad5_Smad6_Smad7_Smad9_Sp1_Stub1_Tfcp2_Thrb_Usp39_Vdr,,Smad1_Smad5_Smad9
GDF6_BMPR1B_BMPR2,GDF6_BMPR1B_BMPR2,BMP,Gdf6,BMPR1B_BMPR2,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling,Gdf6  - (Bmpr1b+Bmpr2),Smad1_Smad9_Smad5,Smad1_Smad9_Smad5,,Myc_Ctbp1_Ar_Ywhaz_Smad9_Cfl2_Foxo3_Smad5_Sp1_Bad_Smad7_Lmx1a_Ran_Foxl1_Elf1_Stub1_Smad2_Smad1_Mdm2_Nfatc2_Mapk1_Smad6_Tfcp2,Smad1_Smad5_Smad9,Ar_Bad_Cfl2_Ctbp1_Elf1_Foxl1_Foxo3_Lmx1a_Mapk1_Mdm2_Myc_Nfatc2_Ran_Smad1_Smad2_Smad5_Smad6_Smad7_Smad9_Sp1_Stub1_Tfcp2_Ywhaz,,Smad1_Smad5_Smad9
GDF7_BMPR1A_ACVR2A,GDF7_BMPR1A_ACVR2A,BMP,Gdf7,BMPR1A_ACVR2A,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling,Gdf7  - (Bmpr1a+Acvr2a),Smad1_Smad9_Smad5,Smad5_Smad1_Nr2c2_Smad9,,Smad4_Hoxc8_Foxl1_Stub1_Ctbp1_Smad1_Thrb_Smad5_Usp39_Smad2_Smad6_Rxra_Smad7_Vdr_Lmx1a_Ran_Smad9,Smad1_Smad5_Smad9,Ctbp1_Foxl1_Hoxc8_Lmx1a_Nr2c2_Ran_Rxra_Smad1_Smad2_Smad4_Smad5_Smad6_Smad7_Smad9_Stub1_Thrb_Usp39_Vdr,,Smad1_Smad5_Smad9
GDF7_BMPR1A_ACVR2B,GDF7_BMPR1A_ACVR2B,BMP,Gdf7,BMPR1A_ACVR2B,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling,Gdf7  - (Bmpr1a+Acvr2b),Smad1_Smad9_Smad5,Smad5_Smad1_Nr2c2_Smad9,,Smad4_Hoxc8_Foxl1_Stub1_Ctbp1_Smad1_Thrb_Smad5_Usp39_Smad2_Smad6_Rxra_Smad7_Vdr_Lmx1a_Ran_Smad9,Smad1_Smad5_Smad9,Ctbp1_Foxl1_Hoxc8_Lmx1a_Nr2c2_Ran_Rxra_Smad1_Smad2_Smad4_Smad5_Smad6_Smad7_Smad9_Stub1_Thrb_Usp39_Vdr,,Smad1_Smad5_Smad9
GDF7_BMPR1A_BMPR2,GDF7_BMPR1A_BMPR2,BMP,Gdf7,BMPR1A_BMPR2,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling,Gdf7  - (Bmpr1a+Bmpr2),Smad1_Smad9_Smad5,Smad5_Smad1_Nr2c2_Smad9,,Foxl1_Hoxc8_Stub1_Cfl2_Smad1_Ctbp1_Ywhaz_Smad5_Smad2_Smad6_Smad7_Lmx1a_Ran_Smad9,Smad1_Smad5_Smad9,Cfl2_Ctbp1_Foxl1_Hoxc8_Lmx1a_Nr2c2_Ran_Smad1_Smad2_Smad5_Smad6_Smad7_Smad9_Stub1_Ywhaz,,Smad1_Smad5_Smad9
GDF7_BMPR1B_ACVR2A,GDF7_BMPR1B_ACVR2A,BMP,Gdf7,BMPR1B_ACVR2A,,BMP antagonist,,BMP inhibition receptor,KEGG: mmu04350; PMID:26893264,Secreted Signaling,Gdf7  - (Bmpr1b+Acvr2a),Smad1_Smad9_Smad5,Smad1_Smad9_Smad5,,Myc_Ctbp1_Ar_Smad9_Smad4_Foxo3_Smad5_Sp1_Bad_Usp39_Smad7_Lmx1a_Ran_Vdr_Elf1_Foxl1_Stub1_Smad2_Smad1_Mdm2_Nfatc2_Thrb_Mapk1_Smad6_Rxra_Tfcp2,Smad1_Smad5_Smad9,Ar_Bad_Ctbp1_Elf1_Foxl1_Foxo3_Lmx1a_Mapk1_Mdm2_Myc_Nfatc2_Ran_Rxra_Smad1_Smad2_Smad4_Smad5_Smad6_Smad7_Smad9_Sp1_Stub1_Tfcp2_Thrb_Usp39_Vdr,,Smad1_Smad5_Smad9
