,interaction_name,pathway_name,ligand,receptor,agonist,antagonist,co_A_receptor,co_I_receptor,evidence,annotation,interaction_name_2,PathwayExtra Ligand,PathwayExtra Receptor,KinaseExtra Ligand,KinaseExtra Receptor,Receptor-TF-intersection,Receptor-TF-combined,Ligand-TF-intersection,Ligand-TF-combined
MIF_CD74_CXCR2,MIF_CD74_CXCR2,MIF,MIF,CD74_CXCR2,,,,,PMID: 29637711; PMID: 26175090,Secreted Signaling,MIF - (CD74+CXCR2),,,CAT_CEBPA_CTNNB1_DAB2_EP300_ESRRA_FLI1_FOSL1_HMGA1_KLF5_MAPK1_NFE2L2_NR2F6_PPARA_RELA_RUNX2_SRF_STAT1_STAT3_TBL1XR1_TP53_TP73_TRIM28_YWHAZ,,,,,CAT_CEBPA_CTNNB1_DAB2_EP300_ESRRA_FLI1_FOSL1_HMGA1_KLF5_MAPK1_NFE2L2_NR2F6_PPARA_RELA_RUNX2_SRF_STAT1_STAT3_TBL1XR1_TP53_TP73_TRIM28_YWHAZ
MIF_ACKR3,MIF_ACKR3,MIF,MIF,ACKR3,,,,,PMID: 26175090,Secreted Signaling,MIF - ACKR3,,,CAT_CEBPA_CTNNB1_DAB2_EP300_ESRRA_FLI1_FOSL1_HMGA1_KLF5_MAPK1_NFE2L2_NR2F6_PPARA_RELA_RUNX2_SRF_STAT1_STAT3_TBL1XR1_TP53_TP73_TRIM28_YWHAZ,ANXA1_AR_ASAP3_CD59_CEBPB_CTNNB1_ELF3_ESR1_EZR_FOS_NFE2L2_PKM_RELA_STAT1_STAT3_STAT5A_STAT5B_UBB_YWHAZ,,ANXA1_AR_ASAP3_CD59_CEBPB_CTNNB1_ELF3_ESR1_EZR_FOS_NFE2L2_PKM_RELA_STAT1_STAT3_STAT5A_STAT5B_UBB_YWHAZ,,CAT_CEBPA_CTNNB1_DAB2_EP300_ESRRA_FLI1_FOSL1_HMGA1_KLF5_MAPK1_NFE2L2_NR2F6_PPARA_RELA_RUNX2_SRF_STAT1_STAT3_TBL1XR1_TP53_TP73_TRIM28_YWHAZ
CX3CL1_CX3CR1,CX3CL1_CX3CR1,CX3C,CX3CL1,CX3CR1,,,,,KEGG: hsa04060,Secreted Signaling,CX3CL1 - CX3CR1,,,,,,,,
XCL1_XCR1,XCL1_XCR1,XCR,XCL1,XCR1,,,,,KEGG: hsa04060,Secreted Signaling,XCL1 - XCR1,,,,,,,,
XCL2_XCR1,XCL2_XCR1,XCR,XCL2,XCR1,,,,,KEGG: hsa04060,Secreted Signaling,XCL2 - XCR1,,,,,,,,
IL2_IL2RA_IL2RB_IL2RG,IL2_IL2RA_IL2RB_IL2RG,IL2,IL2,IL2RA_IL2RB_IL2RG,,,,,KEGG: hsa04060,Secreted Signaling,IL2 - (IL2RA+IL2RB+IL2RG),AR_ATF2_BAD_BCL3_BRCA1_CEBPB_CREB1_CTNNB1_DNMT1_ELK1_ELK4_EP300_ESR1_ESR2_ETS1_FOS_FOXA2_FOXO1_FOXO3_FOXO4_FOXO6_GATA1_GATA4_HIF1A_HSF1_ILF3_IRF9_JUN_JUND_MAPK1_MDM2_MITF_MYC_MYLK_NFATC4_NFKB1_NR3C1_PPARA_RARA_RARG_RELA_RPS6KA5_RUNX2_RXRA_SMAD3_SMAD4_SP1_SREBF1_STAT1_STAT3_STAT5A_STAT5B_TCF3_TFCP2_THRA_UBTF_YWHAE_YWHAZ,GTF2I_MAPK1_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6,AGAP2_AR_ATF2_BAD_BAX_BCL3_BCL6_BRCA1_CANX_CEBPA_CEBPB_CIC_CREB1_CREM_CTNNB1_DIABLO_DNMT1_E2F4_ELK1_ELK4_EP300_ERG_ESR1_ESR2_ETS1_ETV6_EWSR1_EZH2_FOS_FOXA2_FOXG1_FOXM1_FOXO1_FOXO3_FOXO4_GATA1_GATA2_GATA4_GATA6_GTF2I_HBP1_HES5_HIF1A_HNF4A_HNRNPA1_HSF1_HSF4_ILF3_IRX2_JUN_JUNB_JUND_KDM5A_KLF10_LYL1_MAFG_MAPK1_MAZ_MDM2_METTL3_MITF_MXD1_MYB_MYC_MYLK_NCOA1_NCOA2_NCOR1_NFATC1_NFATC4_NR3C1_NR4A1_PGR_PHF20_PKM_PML_POLR2A_POU5F1_PPARA_PPARG_PPARGC1A_PRKAA1_RARA_RARG_RB1_RELA_REST_RFXANK_RPS6KA5_RUNX2_RXRA_SIRT6_SKI_SMAD1_SMAD2_SMAD3_SMAD4_SOX2_SP1_SP3_SPIB_SREBF1_SREBF2_STAT1_STAT3_STAT5A_TAL1_TAL2_TCF3_TERF1_TFCP2_TGIF1_THRB_TP53_TRIB3_TRIM28_TWIST1_UBTF_XBP1_YBX1_YWHAE_YWHAZ_ZNF322_ZNF7,,,GTF2I_MAPK1_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6,AR_ATF2_BAD_BCL3_BRCA1_CEBPB_CREB1_CTNNB1_DNMT1_ELK1_ELK4_EP300_ESR1_ESR2_ETS1_FOS_FOXA2_FOXO1_FOXO3_FOXO4_GATA1_GATA4_HIF1A_HSF1_ILF3_JUN_JUND_MAPK1_MDM2_MITF_MYC_MYLK_NFATC4_NR3C1_PPARA_RARA_RARG_RELA_RPS6KA5_RUNX2_RXRA_SMAD3_SMAD4_SP1_SREBF1_STAT1_STAT3_STAT5A_TCF3_TFCP2_UBTF_YWHAE_YWHAZ,AGAP2_AR_ATF2_BAD_BAX_BCL3_BCL6_BRCA1_CANX_CEBPA_CEBPB_CIC_CREB1_CREM_CTNNB1_DIABLO_DNMT1_E2F4_ELK1_ELK4_EP300_ERG_ESR1_ESR2_ETS1_ETV6_EWSR1_EZH2_FOS_FOXA2_FOXG1_FOXM1_FOXO1_FOXO3_FOXO4_FOXO6_GATA1_GATA2_GATA4_GATA6_GTF2I_HBP1_HES5_HIF1A_HNF4A_HNRNPA1_HSF1_HSF4_ILF3_IRF9_IRX2_JUN_JUNB_JUND_KDM5A_KLF10_LYL1_MAFG_MAPK1_MAZ_MDM2_METTL3_MITF_MXD1_MYB_MYC_MYLK_NCOA1_NCOA2_NCOR1_NFATC1_NFATC4_NFKB1_NR3C1_NR4A1_PGR_PHF20_PKM_PML_POLR2A_POU5F1_PPARA_PPARG_PPARGC1A_PRKAA1_RARA_RARG_RB1_RELA_REST_RFXANK_RPS6KA5_RUNX2_RXRA_SIRT6_SKI_SMAD1_SMAD2_SMAD3_SMAD4_SOX2_SP1_SP3_SPIB_SREBF1_SREBF2_STAT1_STAT3_STAT5A_STAT5B_TAL1_TAL2_TCF3_TERF1_TFCP2_TGIF1_THRA_THRB_TP53_TRIB3_TRIM28_TWIST1_UBTF_XBP1_YBX1_YWHAE_YWHAZ_ZNF322_ZNF7
IL2_IL2RB_IL2RG,IL2_IL2RB_IL2RG,IL2,IL2,IL2RB_IL2RG,,,,,KEGG: hsa04060,Secreted Signaling,IL2 - (IL2RB+IL2RG),AR_ATF2_BAD_BCL3_BRCA1_CEBPB_CREB1_CTNNB1_DNMT1_ELK1_ELK4_EP300_ESR1_ESR2_ETS1_FOS_FOXA2_FOXO1_FOXO3_FOXO4_FOXO6_GATA1_GATA4_HIF1A_HSF1_ILF3_IRF9_JUN_JUND_MAPK1_MDM2_MITF_MYC_MYLK_NFATC4_NFKB1_NR3C1_PPARA_RARA_RARG_RELA_RPS6KA5_RUNX2_RXRA_SMAD3_SMAD4_SP1_SREBF1_STAT1_STAT3_STAT5A_STAT5B_TCF3_TFCP2_THRA_UBTF_YWHAE_YWHAZ,ABL1_ELK1_ESR1_GTF2I_IKZF3_MAPK1_NFKB1_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6_TFDP1_UBB,AGAP2_AR_ATF2_BAD_BAX_BCL3_BCL6_BRCA1_CANX_CEBPA_CEBPB_CIC_CREB1_CREM_CTNNB1_DIABLO_DNMT1_E2F4_ELK1_ELK4_EP300_ERG_ESR1_ESR2_ETS1_ETV6_EWSR1_EZH2_FOS_FOXA2_FOXG1_FOXM1_FOXO1_FOXO3_FOXO4_GATA1_GATA2_GATA4_GATA6_GTF2I_HBP1_HES5_HIF1A_HNF4A_HNRNPA1_HSF1_HSF4_ILF3_IRX2_JUN_JUNB_JUND_KDM5A_KLF10_LYL1_MAFG_MAPK1_MAZ_MDM2_METTL3_MITF_MXD1_MYB_MYC_MYLK_NCOA1_NCOA2_NCOR1_NFATC1_NFATC4_NR3C1_NR4A1_PGR_PHF20_PKM_PML_POLR2A_POU5F1_PPARA_PPARG_PPARGC1A_PRKAA1_RARA_RARG_RB1_RELA_REST_RFXANK_RPS6KA5_RUNX2_RXRA_SIRT6_SKI_SMAD1_SMAD2_SMAD3_SMAD4_SOX2_SP1_SP3_SPIB_SREBF1_SREBF2_STAT1_STAT3_STAT5A_TAL1_TAL2_TCF3_TERF1_TFCP2_TGIF1_THRB_TP53_TRIB3_TRIM28_TWIST1_UBTF_XBP1_YBX1_YWHAE_YWHAZ_ZNF322_ZNF7,EZR_HCLS1_IKZF1_STAT1_STAT3_STAT5A_UBB,STAT1_STAT3_STAT5A_UBB,ABL1_ELK1_ESR1_EZR_GTF2I_HCLS1_IKZF1_IKZF3_MAPK1_NFKB1_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6_TFDP1_UBB,AR_ATF2_BAD_BCL3_BRCA1_CEBPB_CREB1_CTNNB1_DNMT1_ELK1_ELK4_EP300_ESR1_ESR2_ETS1_FOS_FOXA2_FOXO1_FOXO3_FOXO4_GATA1_GATA4_HIF1A_HSF1_ILF3_JUN_JUND_MAPK1_MDM2_MITF_MYC_MYLK_NFATC4_NR3C1_PPARA_RARA_RARG_RELA_RPS6KA5_RUNX2_RXRA_SMAD3_SMAD4_SP1_SREBF1_STAT1_STAT3_STAT5A_TCF3_TFCP2_UBTF_YWHAE_YWHAZ,AGAP2_AR_ATF2_BAD_BAX_BCL3_BCL6_BRCA1_CANX_CEBPA_CEBPB_CIC_CREB1_CREM_CTNNB1_DIABLO_DNMT1_E2F4_ELK1_ELK4_EP300_ERG_ESR1_ESR2_ETS1_ETV6_EWSR1_EZH2_FOS_FOXA2_FOXG1_FOXM1_FOXO1_FOXO3_FOXO4_FOXO6_GATA1_GATA2_GATA4_GATA6_GTF2I_HBP1_HES5_HIF1A_HNF4A_HNRNPA1_HSF1_HSF4_ILF3_IRF9_IRX2_JUN_JUNB_JUND_KDM5A_KLF10_LYL1_MAFG_MAPK1_MAZ_MDM2_METTL3_MITF_MXD1_MYB_MYC_MYLK_NCOA1_NCOA2_NCOR1_NFATC1_NFATC4_NFKB1_NR3C1_NR4A1_PGR_PHF20_PKM_PML_POLR2A_POU5F1_PPARA_PPARG_PPARGC1A_PRKAA1_RARA_RARG_RB1_RELA_REST_RFXANK_RPS6KA5_RUNX2_RXRA_SIRT6_SKI_SMAD1_SMAD2_SMAD3_SMAD4_SOX2_SP1_SP3_SPIB_SREBF1_SREBF2_STAT1_STAT3_STAT5A_STAT5B_TAL1_TAL2_TCF3_TERF1_TFCP2_TGIF1_THRA_THRB_TP53_TRIB3_TRIM28_TWIST1_UBTF_XBP1_YBX1_YWHAE_YWHAZ_ZNF322_ZNF7
IL4_IL4R_IL2RG,IL4_IL4R_IL2RG,IL2,IL4,IL4R_IL2RG,,,,,KEGG: hsa04060,Secreted Signaling,IL4 - (IL4R+IL2RG),STAT1_STAT5A_STAT6,GTF2I_MAPK1_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6,AR_BAD_KLF10_MAPK1_MYC_NR3C1_PKM_RB1_RELA_RFXANK_STAT3_STAT6_YWHAE_YWHAZ,,,GTF2I_MAPK1_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6,STAT6,AR_BAD_KLF10_MAPK1_MYC_NR3C1_PKM_RB1_RELA_RFXANK_STAT1_STAT3_STAT5A_STAT6_YWHAE_YWHAZ
IL7_IL7R_IL2RG,IL7_IL7R_IL2RG,IL2,IL7,IL7R_IL2RG,,,,,KEGG: hsa04060,Secreted Signaling,IL7 - (IL7R+IL2RG),STAT1_STAT5A_STAT5B,ABL1_AGAP2_CTNNB1_GTF2I_MAPK1_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6,FOXO3,,,ABL1_AGAP2_CTNNB1_GTF2I_MAPK1_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6,,FOXO3_STAT1_STAT5A_STAT5B
IL9_IL9R_IL2RG,IL9_IL9R_IL2RG,IL2,IL9,IL9R_IL2RG,,,,,KEGG: hsa04060,Secreted Signaling,IL9 - (IL9R+IL2RG),STAT1_STAT5A,GTF2I_MAPK1_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6,STAT3,,,GTF2I_MAPK1_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6,,STAT1_STAT3_STAT5A
IL15_IL15RA_IL2RB,IL15_IL15RA_IL2RB,IL2,IL15,IL15RA_IL2RB,,,,,KEGG: hsa04060,Secreted Signaling,IL15 - (IL15RA+IL2RB),STAT1_STAT3_STAT5A,ABL1_ELK1_ESR1_GTF2I_IKZF3_MAPK1_NFKB1_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6_TFDP1_UBB,NR3C2_PIK3C3,EZR_HCLS1_IKZF1_STAT1_STAT3_STAT5A_UBB,STAT1_STAT3_STAT5A_UBB,ABL1_ELK1_ESR1_EZR_GTF2I_HCLS1_IKZF1_IKZF3_MAPK1_NFKB1_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6_TFDP1_UBB,,NR3C2_PIK3C3_STAT1_STAT3_STAT5A
IL21_IL21R_IL2RG,IL21_IL21R_IL2RG,IL2,IL21,IL21R_IL2RG,,,,,KEGG: hsa04060,Secreted Signaling,IL21 - (IL21R+IL2RG),STAT1_STAT3_STAT5A,GTF2I_MAPK1_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6,STAT3,,,GTF2I_MAPK1_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6,STAT3,STAT1_STAT3_STAT5A
TSLP_IL7R_CRLF2,TSLP_IL7R_CRLF2,IL2,TSLP,IL7R_CRLF2,,,,,KEGG: hsa04060,Secreted Signaling,TSLP - (IL7R+CRLF2),STAT5A_STAT5B,ABL1_AGAP2_CTNNB1_GTF2I_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6,,,,ABL1_AGAP2_CTNNB1_GTF2I_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6,,STAT5A_STAT5B
IL3_IL3RA_CSF2RB,IL3_IL3RA_CSF2RB,IL4,IL3,IL3RA_CSF2RB,,,,,KEGG: hsa04060,Secreted Signaling,IL3 - (IL3RA+CSF2RB),BAD_BAX_CYCS_MYC_PARP1_TP53,MAPK1_STAT1_STAT2_STAT3_STAT5A_STAT5B_STAT6,BAD_JUN_MYC,,,MAPK1_STAT1_STAT2_STAT3_STAT5A_STAT5B_STAT6,BAD_MYC,BAD_BAX_CYCS_JUN_MYC_PARP1_TP53
IL5_IL5RA_CSF2RB,IL5_IL5RA_CSF2RB,IL4,IL5,IL5RA_CSF2RB,,,,,KEGG: hsa04060,Secreted Signaling,IL5 - (IL5RA+CSF2RB),,GTF2I_MAPK1_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6,,,,GTF2I_MAPK1_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6,,
CSF2_CSF2RA_CSF2RB,CSF2_CSF2RA_CSF2RB,IL4,CSF2,CSF2RA_CSF2RB,,,,,KEGG: hsa04060,Secreted Signaling,CSF2 - (CSF2RA+CSF2RB),STAT3,GTF2I_MAPK1_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6,BAD_BAX_STAT3,,,GTF2I_MAPK1_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6,STAT3,BAD_BAX_STAT3
IL4_IL4R,IL4_IL4R,IL4,IL4,IL4R,,,,,KEGG: hsa04060,Secreted Signaling,IL4 - IL4R,STAT1_STAT5A_STAT6,MAPK1_STAT1_STAT2_STAT3_STAT5A_STAT5B_STAT6,AR_BAD_KLF10_MAPK1_MYC_NR3C1_PKM_RB1_RELA_RFXANK_STAT3_STAT6_YWHAE_YWHAZ,,,MAPK1_STAT1_STAT2_STAT3_STAT5A_STAT5B_STAT6,STAT6,AR_BAD_KLF10_MAPK1_MYC_NR3C1_PKM_RB1_RELA_RFXANK_STAT1_STAT3_STAT5A_STAT6_YWHAE_YWHAZ
IL4_IL4R_IL13RA1,IL4_IL4R_IL13RA1,IL4,IL4,IL4R_IL13RA1,,,,,KEGG: hsa04060,Secreted Signaling,IL4 - (IL4R+IL13RA1),STAT1_STAT5A_STAT6,MAPK1_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6,AR_BAD_KLF10_MAPK1_MYC_NR3C1_PKM_RB1_RELA_RFXANK_STAT3_STAT6_YWHAE_YWHAZ,,,MAPK1_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6,STAT6,AR_BAD_KLF10_MAPK1_MYC_NR3C1_PKM_RB1_RELA_RFXANK_STAT1_STAT3_STAT5A_STAT6_YWHAE_YWHAZ
IL4_IL4R_IL13RA2,IL4_IL4R_IL13RA2,IL4,IL4,IL4R_IL13RA2,,,,,KEGG: hsa04060,Secreted Signaling,IL4 - (IL4R+IL13RA2),STAT1_STAT5A_STAT6,MAPK1_STAT1_STAT2_STAT3_STAT5A_STAT5B_STAT6,AR_BAD_KLF10_MAPK1_MYC_NR3C1_PKM_RB1_RELA_RFXANK_STAT3_STAT6_YWHAE_YWHAZ,,,MAPK1_STAT1_STAT2_STAT3_STAT5A_STAT5B_STAT6,STAT6,AR_BAD_KLF10_MAPK1_MYC_NR3C1_PKM_RB1_RELA_RFXANK_STAT1_STAT3_STAT5A_STAT6_YWHAE_YWHAZ
IL13_IL4R_IL13RA1,IL13_IL4R_IL13RA1,IL4,IL13,IL4R_IL13RA1,,,,,KEGG: hsa04060,Secreted Signaling,IL13 - (IL4R+IL13RA1),STAT1_STAT5A_STAT6,MAPK1_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6,CAT_CEBPA_CTNNB1_DAB2_EP300_ESRRA_FLI1_FOSL1_HMGA1_KLF5_MAPK1_NFE2L2_NR2F6_PPARA_RELA_RUNX2_SRF_STAT1_STAT3_STAT6_TBL1XR1_TP53_TP73_TRIM28_YWHAZ,,,MAPK1_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6,STAT1_STAT6,CAT_CEBPA_CTNNB1_DAB2_EP300_ESRRA_FLI1_FOSL1_HMGA1_KLF5_MAPK1_NFE2L2_NR2F6_PPARA_RELA_RUNX2_SRF_STAT1_STAT3_STAT5A_STAT6_TBL1XR1_TP53_TP73_TRIM28_YWHAZ
IL13_IL4R_IL13RA2,IL13_IL4R_IL13RA2,IL4,IL13,IL4R_IL13RA2,,,,,KEGG: hsa04060,Secreted Signaling,IL13 - (IL4R+IL13RA2),STAT1_STAT5A_STAT6,MAPK1_STAT1_STAT2_STAT3_STAT5A_STAT5B_STAT6,CAT_CEBPA_CTNNB1_DAB2_EP300_ESRRA_FLI1_FOSL1_HMGA1_KLF5_MAPK1_NFE2L2_NR2F6_PPARA_RELA_RUNX2_SRF_STAT1_STAT3_STAT6_TBL1XR1_TP53_TP73_TRIM28_YWHAZ,,,MAPK1_STAT1_STAT2_STAT3_STAT5A_STAT5B_STAT6,STAT1_STAT6,CAT_CEBPA_CTNNB1_DAB2_EP300_ESRRA_FLI1_FOSL1_HMGA1_KLF5_MAPK1_NFE2L2_NR2F6_PPARA_RELA_RUNX2_SRF_STAT1_STAT3_STAT5A_STAT6_TBL1XR1_TP53_TP73_TRIM28_YWHAZ
IL13_IL13RA1,IL13_IL13RA1,IL4,IL13,IL13RA1,,,,,KEGG: hsa04060,Secreted Signaling,IL13 - IL13RA1,STAT1_STAT5A_STAT6,STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6,CAT_CEBPA_CTNNB1_DAB2_EP300_ESRRA_FLI1_FOSL1_HMGA1_KLF5_MAPK1_NFE2L2_NR2F6_PPARA_RELA_RUNX2_SRF_STAT1_STAT3_STAT6_TBL1XR1_TP53_TP73_TRIM28_YWHAZ,,,STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6,STAT1_STAT6,CAT_CEBPA_CTNNB1_DAB2_EP300_ESRRA_FLI1_FOSL1_HMGA1_KLF5_MAPK1_NFE2L2_NR2F6_PPARA_RELA_RUNX2_SRF_STAT1_STAT3_STAT5A_STAT6_TBL1XR1_TP53_TP73_TRIM28_YWHAZ
IL13_IL13RA2,IL13_IL13RA2,IL4,IL13,IL13RA2,,,,,KEGG: hsa04060,Secreted Signaling,IL13 - IL13RA2,STAT1_STAT5A_STAT6,,CAT_CEBPA_CTNNB1_DAB2_EP300_ESRRA_FLI1_FOSL1_HMGA1_KLF5_MAPK1_NFE2L2_NR2F6_PPARA_RELA_RUNX2_SRF_STAT1_STAT3_STAT6_TBL1XR1_TP53_TP73_TRIM28_YWHAZ,,,,STAT1_STAT6,CAT_CEBPA_CTNNB1_DAB2_EP300_ESRRA_FLI1_FOSL1_HMGA1_KLF5_MAPK1_NFE2L2_NR2F6_PPARA_RELA_RUNX2_SRF_STAT1_STAT3_STAT5A_STAT6_TBL1XR1_TP53_TP73_TRIM28_YWHAZ
IL6_IL6R_IL6ST,IL6_IL6R_IL6ST,IL6,IL6,IL6R_IL6ST,,,,,KEGG: hsa04060,Secreted Signaling,IL6 - (IL6R+IL6ST),CREB1_FOXO3_MAPK1_STAT1_STAT3_STAT5A_STAT5B,ABL1_CTNNB1_ELK1_ESR1_FOS_GTF2I_IKZF3_MAPK1_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6_UBB,ABL1_AR_BACH2_CREB1_CRTC2_CSNK2B_ESR1_ETV4_FOXO1_FOXO3_GLI1_HCLS1_HSF1_IRF5_MAPK1_MDM2_MELK_MXD1_MXI1_MYC_MYCN_NFATC4_NR3C1_PRKAA1_PRKAA2_SMAD4_SP1_STAT1_STAT3_STAT5A_TFEB_TP53_TP63_TRAF4_TRIB2_TRIM28_TRIP10_TWIST1_UBB_YY1,BRCA1_EZH2_GTF2I_HES1_HES5_MAPK1_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B,GTF2I_MAPK1_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B,ABL1_BRCA1_CTNNB1_ELK1_ESR1_EZH2_FOS_GTF2I_HES1_HES5_IKZF3_MAPK1_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6_UBB,CREB1_FOXO3_MAPK1_STAT1_STAT3_STAT5A,ABL1_AR_BACH2_CREB1_CRTC2_CSNK2B_ESR1_ETV4_FOXO1_FOXO3_GLI1_HCLS1_HSF1_IRF5_MAPK1_MDM2_MELK_MXD1_MXI1_MYC_MYCN_NFATC4_NR3C1_PRKAA1_PRKAA2_SMAD4_SP1_STAT1_STAT3_STAT5A_STAT5B_TFEB_TP53_TP63_TRAF4_TRIB2_TRIM28_TRIP10_TWIST1_UBB_YY1
IL11_IL11RA_IL6ST,IL11_IL11RA_IL6ST,IL6,IL11,IL11R complex,,,,,KEGG: hsa04060,Secreted Signaling,IL11 - (IL11RA+IL6ST),STAT1_STAT3,ELK1_GTF2I_IKZF3_MAPK1_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6_UBB,STAT1,BRCA1_EZH2_GTF2I_HES1_HES5_MAPK1_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B,GTF2I_MAPK1_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B,BRCA1_ELK1_EZH2_GTF2I_HES1_HES5_IKZF3_MAPK1_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6_UBB,STAT1,STAT1_STAT3
IL12B_IL12RB1_IL12RB2,IL12B_IL12RB1_IL12RB2,IL12,IL12AB,IL12RB1_IL12RB2,,,,,PMID: 26918147,Secreted Signaling,IL12B - (IL12RB1+IL12RB2),STAT3_STAT4,GTF2I_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6,PPARG,,,GTF2I_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6,,PPARG_STAT3_STAT4
IL23A_IL23R_IL12RB1,IL23A_IL23R_IL12RB1,IL12,IL23 complex,IL23R_IL12RB1,,,,,PMID: 11114383,Secreted Signaling,IL23A - (IL23R+IL12RB1),STAT3_STAT4,GTF2I_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6,,,,GTF2I_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6,,STAT3_STAT4
EBI3_IL27RA_IL6ST,EBI3_IL27RA_IL6ST,IL12,IL27 complex,IL27RA_IL6ST,,,,,PMID: 25861977,Secreted Signaling,EBI3 - (IL27RA+IL6ST),,ELK1_GTF2I_IKZF3_MAPK1_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6_UBB,,BRCA1_EZH2_GTF2I_HES1_HES5_MAPK1_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B,GTF2I_MAPK1_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B,BRCA1_ELK1_EZH2_GTF2I_HES1_HES5_IKZF3_MAPK1_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6_UBB,,
IL31_IL31RA_OSMR,IL31_IL31RA_OSMR,IL6,IL31,IL31RA_OSMR,,,,,KEGG: hsa04060,Secreted Signaling,IL31 - (IL31RA+OSMR),,GTF2I_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6,,,,GTF2I_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6,,
CNTF_CNTFR_LIFR,CNTF_CNTFR_LIFR,LIFR,CNTF,CNTFR_LIFR,,,,,KEGG: hsa04060,Secreted Signaling,CNTF - (CNTFR+LIFR),STAT1_STAT3,ELK1_GTF2I_IKZF3_MAPK1_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6_UBB,NFE2L2_RELA_STAT3,BRCA1_EZH2_GTF2I_HES1_HES5_MAPK1_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B,GTF2I_MAPK1_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B,BRCA1_ELK1_EZH2_GTF2I_HES1_HES5_IKZF3_MAPK1_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6_UBB,STAT3,NFE2L2_RELA_STAT1_STAT3
CLCF1_CNTFR_LIFR,CLCF1_CNTFR_LIFR,LIFR,CLCF1,CNTFR_LIFR,,,,,KEGG: hsa04060,Secreted Signaling,CLCF1 - (CNTFR+LIFR),STAT1_STAT3,ELK1_GTF2I_IKZF3_MAPK1_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6_UBB,STAT3,BRCA1_EZH2_GTF2I_HES1_HES5_MAPK1_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B,GTF2I_MAPK1_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B,BRCA1_ELK1_EZH2_GTF2I_HES1_HES5_IKZF3_MAPK1_STAT1_STAT2_STAT3_STAT4_STAT5A_STAT5B_STAT6_UBB,STAT3,STAT1_STAT3
